Show Number, Air Date, Category, Value, Question, Answer
4733,2005-03-16,"THE 2004 U.S. ELECTIONS","None","This woman received the third-highest vote total of any candidate for all of the November 2004 elections","Barbara Boxer"
3539,2000-01-13,"WORD & PHRASE ORIGINS","None","This phrase originally referred to the period between July & August, when Sirius rises with the sun","Dog days of summer"
4163,2002-10-09,"THE CENSUS","None","The 1930 U.S. Census was the first to ask if residents owned one of these & 12 million were counted","a radio"
4562,2004-06-08,"EUROPEAN ISLANDS","None","Gavdos, an islet administratively part of this larger island, is Europe's southernmost point","Crete"
3372,1999-04-13,"ENTERTAINMENT AWARDS","None","In 1998 she became the only woman to win an Oscar & an Emmy for Lead Actress in the same year","Helen Hunt"
5105,2006-11-17,"THE TONY AWARDS","None","The only tie in the Best Musical category came in 1960, between ""The Sound of Music"" & this show about a NYC mayor","Fiorello!"
5343,2007-11-28,"THE SEA","None","National seas include the Irish, the Philippine & this one bordered to its west by Iceland","the Norwegian Sea"
6236,2011-10-31,"19th CENTURY QUOTATIONS","None","""In this sense, the theory of"" this group ""may be summed up in the single sentence: abolition of private property""","communists"
5890,2010-04-02,"THE MIDDLE AGES","None","Some say the Dark Ages began when Byzantine Emperor Justinian closed this city's school of philosophy in 529 A.D.","Athens"
4792,2005-06-07,"NOTORIOUS","None","In 1934 in Chicago, soon before his death, he had painful plastic surgery that left him looking pretty much the same","John Dillinger"
3912,2001-09-11,"VOLCANOS","None","Of the U.S. states with active volcanos, this state is farthest south","Hawaii"
3706,2000-10-16,"SPORTS STARS","None","The Warriors, the 76ers, the Lakers & the Harlem Globetrotters all retired his number","Wilt Chamberlain"
2577,1995-11-14,"NOTABLE WOMEN","None","She said she healed from a near-fatal fall after reading a passage from the Bible in 1866","Mary Baker Eddy"
3635,2000-05-26,"BASEBALL HISTORY","None","Current name of the National League team that started out in the 1870s as the Boston Red Stockings","Atlanta Braves"
3549,2000-01-27,"MEDIEVAL FIRSTS","None","In the Middle Ages, this man introduced fireworks to western Europe","Marco Polo"
5248,2007-06-06,"BODIES OF WATER","None","This sea hundreds of miles east of Florida has no land boundaries","the Sargasso Sea"
5749,2009-09-17,"FAMOUS ACTORS","None","Ironically, he lost the leading role in the 1960 play ""The Best Man"" because he didn't look presidential","Ronald Reagan"
4603,2004-09-15,"BRITISH MONARCHS","None","Before Victoria & Elizabeth II, this was the last British monarch to reign during 2 different centuries","George III"
970,1988-11-18,"ELECTIONS","None","3 twentieth century presidents who were defeated when running to retain the office","(3 of) Taft, Hoover, Carter, & Ford"
5087,2006-10-24,"MOVIE VILLAINS","None","Introduced in a 1981 novel, this big-screen character tops the AFI's 2003 list of all-time great movie villains","Hannibal Lecter"
3221,1998-09-14,"1998 BUSINESS NEWS","None","The Silver Seraph, the 9th new model in its 92-year history, is its first built on a moving assembly line","Rolls-Royce"
5312,2007-10-16,"ECONOMICS","None","In 2007 this 18th century professor & writer became the first Scotsman to appear on an English banknote","Adam Smith"
4767,2005-05-03,"WORDS FROM MYTHOLOGY","None","It refers to a mythical bird that calmed waves, or to past happy ""days""; spelled differently, it's a sleeping pill","halcyon"
5842,2010-01-26,"19th CENTURY LITERATURE","None","Chapter II of this novel says, ""My eyes were not to be deceived.  I was indeed awake and among the Carpathians""","Dracula"
3546,2000-01-24,"FOOD & DRINK","None","Its name is from Gaelic for ""water of life""","Whiskey"
3614,2000-04-27,"STATE NAME ORIGINS","None","3 of the 4 states whose names come from the first names of European kings","Georgia, Louisiana, North Carolina & South Carolina"
3415,1999-06-11,"ART","None","This technique, from Latin for ""to look through"", began in Western painting in works like the one seen here","Perspective"
3218,1998-09-09,"FOOD","None","In 1929 William Dreyer & Joseph Edy created this ice cream flavor, named in part to reflect the times ahead","Rocky Road"
4784,2005-05-26,"MYTHOLOGICAL WORDS","None","Its name is from the Greek for ""to bind"", which in turn may come from the Egyptian shesep-ankh, ""living image""","the sphinx"
2869,1997-02-06,"U.S. PRESIDENTS","None","The last names of 8 different presidents end with this 3-letter combination","Son (Jefferson, Madison, Jackson, W.H. Harrison, A. Johnson, B. Harrison, Wilson & L. Johnson)"
2870,1997-02-07,"HISTORIC GEOGRAPHY","None","The former kingdom of Saxony is now located in this country","Germany"
504,1986-11-13,"AGRICULTURE","None","Of the world's 4 largest countries in area, it has smallest percentage of farmland","Canada"
2901,1997-03-24,"SCIENCE","None","Not long after its development, Robert Boyle renamed the Torricellian Tube this","Barometer"
4872,2005-11-15,"2005 COMMENCEMENT SPEECHES","None","Speaking at his alma mater, he urged graduates to be voracious readers, donate to worthy causes & stay in Maine","Stephen King"
2831,1996-12-16,"BRAND NAMES","None","Common household product named for a 19th century surgical pioneer","Listerine (named for Sir Joseph Lister)"
3726,2000-11-13,"LIFE & LITERATURE","None","Cub Scouting & many of its terms like ""akela"", ""law of the pack"", ""den"" & ""wolf"" were inspired by this British work","\""The Jungle Book\"" (by Rudyard Kipling)"
3942,2001-10-23,"BUSINESS & INDUSTRY","None","These 2 companies whose products complement each other are the only 2 that have ever topped the Fortune 500","General Motors & Exxon"
4219,2002-12-26,"TOYS & GAMES","None","It was inspired by support for economist Henry George's idea that only land should be taxed","Monopoly"
4195,2002-11-22,"CLASSICAL MUSIC","None","1 of the 2 planets of the solar system not represented in Gustav Holst's 1916 work ""The Planets""","1 of (Earth and Pluto)"
4515,2004-04-02,"GEORGE WASHINGTON","None","In 1798 George wrote to John Greenwood, a man in this profession, ""I am...ready to pay what ever you may charge me""","dentist"
2758,1996-09-04,"BUSINESS & INDUSTRY","None","A 60-foot steel likeness of a transistor stands at its Holmdel, N.J. office","Bell Labs"
5140,2007-01-05,"PRO FOOTBALL","None","In 1947 this team chose not to be called the ""Nickels"" but instead paid homage to a Western hero","the Buffalo Bills"
3024,1997-10-23,"MILITARY NEWS","None","On June 11, 1997 the Army deactivated the 43rd Mobile Army Surgical Hospital, its last, in this country","(South) Korea"
2015,1993-05-14,"ANCIENT ROME","None","General Publius Scipio won the surname ""Africanus"" for beating this man at the 202 B.C. Battle of Zama","Hannibal"
5359,2007-12-20,"SNACK BRANDS","None","Each unit in this brand, introduced in 1968, is a hyperbolic paraboloid, & they fit together for perfect storage","Pringles potato chips"
5940,2010-06-11,"FLAGS & BANNERS","None","This 15th century person said, ""I had a banner of which the field was sprinkled with lilies""; written on top: ""Jhesus Maria""","Joan of Arc"
6155,2011-05-20,"CANALS","None","When Sweden's Gota Canal was completed in the 1820s, these 2 seas became directly linked","the Baltic Sea & the North Sea"
4924,2006-01-26,"CIVIL RIGHTS","None","On August 6, 2005 an Atlanta march supported extending the Voting Rights Act signed by this president","Lyndon Baines Johnson"
4665,2004-12-10,"STATE MOTTOES","None","2 of the 5 states whose mottoes aren't in English or Latin","(2 of) Hawaii, Washington, Montana, Minnesota, or California"
1422,1990-11-06,"THE BIBLE","None","This Old Testament book opens ""The words of the preacher, the son of David, King in Jerusalem""","Ecclesiastes"
2810,1996-11-15,"PUBLISHING FIRSTS","None","In 1908 Ernest Henry Shackleton printed the first book on this continent","Antarctica"
6108,2011-03-16,"VOCABULARY","None","Pronounced one way, this 7-letter word can mean unjustified; pronounced another, it's someone sickly","invalid"
3568,2000-02-23,"CLASSICAL MUSIC","None","On May 2, 1936 ""Peter and the Wolf"" had its world premiere in this capital city","Moscow"
1198,1989-11-15,"VICE PRESIDENTS","None","At 39 he was the youngest man to take the office of vice president","Richard Nixon (in 1953)"
3703,2000-10-11,"2000 PRESIDENTIAL HOPEFULS","None","This Harvard law grad who worked in Nixon's Consumer Affairs Dept. also served in the Reagan & Bush cabinets","Elizabeth Dole"
4722,2005-03-01,"HISTORIC QUOTATIONS","None","In 1900 Teddy Roosevelt wrote, ""I have always been fond of the West African proverb:"" this","\""speak softly and carry a big stick\"""
6218,2011-10-05,"LITERARY TITLE CHARACTERS","None","He gave his horse a name that partly means ""nag"" in Spanish; the name he gave himself refers to a piece of armor","Don Quixote"
6214,2011-09-29,"The 20th CENTURY","None","In February 1967 this Asian leader said his people would ""never agree to negotiate under the threat of bombing""","Ho Chi Minh"
4545,2004-05-14,"THE U.S. SENATE","None","In the year 1958, the U.S. Senate was made up of this many members","96"
4466,2004-01-26,"THE OXFORD ENGLISH DICTIONARY","None","Tolkien helped the editors define ""hobbit""; Murray Gell-Mann, the term ""quark"", & this man, ""dymaxion""","Buckminster Fuller"
4660,2004-12-03,"U.S. CITIES","None","Of the USA's 10 most populous cities, 1 of the 2 that dropped in population from 1990 to 2000","(1 of) Detroit or Philadelphia"
3840,2001-04-20,"ENGINEERING","None","The first one, built in 1893, consisted of 2,200 tons of steel, rose 268 feet & had 36 cars each carrying 60 people","Ferris Wheel"
2839,1996-12-26,"ASSASSINS","None","The knife he used to stab Major Henry Rathbone is in a Washington, D.C. museum","John Wilkes Booth"
5505,2008-07-11,"BASEBALL HISTORY","None","For nearly 30 years, California's Catalina Island was the spring training camp for this non-California Major League team","the Chicago Cubs"
4269,2003-03-06,"AGRICULTURE","None","The Norse were impressed by these in North America, but they weren't grown profitably in North America until around 1850","grapes"
3115,1998-02-27,"TELEVISION BIOGRAPHIES","None","The biography of this man on PBS' ""American Masters"" was subtitled ""Submitted for Your Approval""","Rod Serling"
3426,1999-06-28,"WORLD OF TELEVISION","None","This current U.S. TV show is shown in France as ""Aux Frontieres du Reel"" (""At the Borders of Reality"")","The X-Files"
5019,2006-06-08,"UNIVERSITIES","None","It's the only state that doesn't have an undergraduate university or university system named just for the state itself","New Jersey"
4703,2005-02-02,"IN THE NEWS","None","Launched in 2004, a spacecraft named MESSENGER is on a mission to study this planet","Mercury"
5598,2008-12-31,"ADVERTISING ICONS","None","This advertising icon who debuted in the 1950s is known as Pron-Tito in Spanish-speaking countries","Speedy Alka-Seltzer"
6050,2010-12-24,"AMERICANA","None","Finding the spot for this memorial caused its creator to say, ""America will march along that skyline""","Mount Rushmore"
3099,1998-02-05,"ROYALTY","None","A capital in the West Indies is named for this family name of William of Orange, King of England","Nassau"
1265,1990-02-16,"AMERICAN NOVELS","None","Chapter 15 of this 1881 novel is entitled ""Tom as King""","The Prince and the Pauper"
3445,1999-07-23,"PUBLICATIONS","None","Henry Nichols' ""Four Seasons"" engraving has appeared on the cover of this publication each year since 1851","Farmers' Almanac"
4321,2003-05-19,"AWARDS","None","The organization that sponsored the Stage Door Canteens during WWII is now known for these annual awards","Tony Awards"
6269,2011-12-15,"AMERICAN AUTHORS","None","He was born in NYC on April 3, 1783, toward the end of the Revolutionary War, & named for one of the war's heroes","Washington Irving"
3104,1998-02-12,"U.S. STATESMEN","None","Between 1803 & 1848, he served as a U.S. senator, Sec. of State, president & congressman, in that order","John Quincy Adams"
5492,2008-06-24,"WORLD ORGANIZATIONS","None","It was founded after Portuguese students were jailed for toasting freedom during Salazar's dictatorship","Amnesty International"
4874,2005-11-17,"BRITISH POETS","None","In 1812 he became a disciple & friend of social philosopher William Godwin, later his father-in-law","Percy Shelley"
5528,2008-09-24,"NOVELS","None","This title character of an 1851 work doesn't show up until Chapter 133","Moby-Dick"
4971,2006-04-03,"AMERICAN AUTHORS","None","The grandson of a humorist, the son of a children's author, his first novel in 1974 was huge bestseller","Peter Benchley"
3149,1998-04-16,"RETAIL","None","Frustrated by department stores, Donald Fisher founded this chain in 1969 as a record & jeans store","The Gap"
5023,2006-06-14,"POLITICAL QUOTATIONS","None","It was said that being with these 2 leaders, born 1874 & 1882, ""was like sitting between 2 lions roaring at the same time""","Winston Churchill & Franklin Delano Roosevelt"
